date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 16,home,Mendocino,L,7-1,7,1,6,win,20180216_ii18,4,0,0,,,,0,,,,,,,,0,0,,2,2,1.00,4,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Feb 17,home,Mendocino,L,16-5,16,5,11,win,20180217_wcx3,4,0,2,1,,,1,,,,1,,,,3,1,,1,1,1.00,4,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Feb 25,home,Siskiyous,W,7-5,7,5,2,win,20180225_8ejv,5,0,2,1,,,3,,1,,,,,,3,1,,1,1,1.00,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Feb 25,home,Siskiyous,L,4-3,4,3,1,win,20180225_012c,4,0,0,,,,0,,1,,,,,,0,0,,1,2,0.50,4,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 5,home,Butte,L,12-2,12,2,10,win,20180305_6ncu,3,0,1,1,,,1,,,,,,1,,2,1,,,3,,4,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 5,home,Butte,W,13-7,13,7,6,win,20180305_6sdv,5,3,3,1,,,1,,1,2,,1,,,4,1,,1,,,6,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 10,home,Shasta,W,10-0,10,0,10,win,20180310_dsfw,3,3,1,,,,0,,1,,,1,,1,1,0,,2,,,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 19,home,Feather River,L,7-4,7,4,3,win,20180319_a057,3,1,0,,,,0,2,1,,,,,,0,0,,1,1,1.00,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 20,home,Feather River,L,9-2,9,2,7,win,20180320_46i1,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 26,home,Redwoods,W,14-6,14,6,8,win,20180326_fuph,4,3,2,,,,2,2,,2,,,,,2,0,,1,1,1.00,6,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 26,home,Redwoods,L,11-4,11,4,7,win,20180326_yx5n,4,1,1,1,,,0,1,1,,,,,,2,1,,1,1,1.00,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 27,home,Redwoods,W,10-5,10,5,5,win,20180327_uz4y,4,1,3,1,,,2,1,,,1,,,,4,1,,,1,,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 30,home,Siskiyous,W,7-3,7,3,4,win,20180330_9ffx,4,1,2,,,,0,,,1,1,1,,,2,0,,,2,,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 31,home,Siskiyous,W,5-0,5,0,5,win,20180331_zmf7,5,0,1,,,,0,,,,,,,,1,0,,2,2,1.00,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Mar 31,home,Siskiyous,W,9-4,9,4,5,win,20180331_78r8,4,1,1,,,,1,,1,,,,1,,1,0,,,3,,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 8,home,Butte,L,13-2,13,2,11,win,20180408_2nrc,2,0,0,,,,0,,,,,,,,0,0,,,1,,2,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 8,home,Butte,L,9-8,9,8,1,win,20180408_rco7,5,2,2,1,,,0,,,,,,,,3,1,,2,1,2.00,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 9,home,Butte,W,8-4,8,4,4,win,20180409_9ijq,4,1,1,1,,,0,1,1,1,,,,,2,1,,1,1,1.00,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 13,home,Shasta,W,5-2,5,2,3,win,20180413_z4b1,4,0,0,,,,0,,2,,,,,,0,0,,2,,,4,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 14,home,Shasta,W,4-3,4,3,1,win,20180414_yt7f,4,0,0,,,,0,,1,,,,,,0,0,,,3,,4,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 14,home,Shasta,W,7-0,7,0,7,win,20180414_r628,4,2,2,,,1,2,,1,1,,,,,5,1,,,,,4,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 20,home,Feather River,L,12-4,12,4,8,win,20180420_nmpu,5,1,1,1,,,0,,,,,,,,2,1,,2,2,1.00,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 20,home,Feather River,L,7-0,7,0,7,win,20180420_1c5y,4,0,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 21,home,Feather River,L,7-6,7,6,1,win,20180421_n9uv,3,1,0,,,,1,,1,1,,1,,1,0,0,,1,,,5,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 25,home,Redwoods,L,15-0,15,0,15,win,20180425_sxm2,1,0,0,,,,0,,,,,1,,,0,0,,,1,,2,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
Apr 25,home,Redwoods,L,5-4,5,4,1,win,20180425_k8ny,4,1,2,,,,0,2,,1,,,,,2,0,,1,1,1.00,6,2018,,Lassen,lassen,ryanthomasyb8nu,Ryan Thomasy
