date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Mar 3,home,Southwestern,L,12-2,12,2,10,win,20230303_8tvk,3,0,0,,,,0,,,,,,,,0,0,1,2,1,2.00,3,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 4,home,Southwestern,W,2-1,2,1,1,win,20230304_zrz8,3,0,1,,,,0,,1,,,,,,1,0,,1,,,3,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 7,home,Palomar,L,14-6,14,6,8,win,20230307_8bmx,4,0,0,,,,0,,1,,,,,,0,0,,1,2,0.50,4,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 9,home,Palomar,L,12-1,12,1,11,win,20230309_00iy,2,0,0,,,,0,1,1,,,,,,0,0,,,1,,3,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 13,home,San Diego Mesa,L,8-3,8,3,5,win,20230313_rjl3,3,0,0,,,,0,1,1,,,,,,0,0,,1,1,1.00,4,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 14,home,San Diego Mesa,L,11-2,11,2,9,win,20230314_pg03,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 16,home,San Diego City,L,6-5,6,5,1,win,20230316_qxoi,4,0,1,,,,1,,1,,,,,,1,0,,1,1,1.00,4,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 18,home,San Diego City,L,21-3,21,3,18,win,20230318_8cou,4,0,0,,,,0,,1,,,,,,0,0,,1,2,0.50,4,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 23,home,Grossmont,L,9-5,9,5,4,win,20230323_w3p3,4,1,2,1,,,1,,,1,,1,,,3,1,,1,1,1.00,5,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 23,home,Grossmont,L,20-10,20,10,10,win,20230323_oxfk,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 28,home,Southwestern,L,5-3,5,3,2,win,20230328_zmmn,3,0,0,,,,0,,2,,,,,,0,0,,1,,,3,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Mar 31,home,Southwestern,L,9-6,9,6,3,win,20230331_932a,4,0,1,,,,0,,1,,,,,,1,0,,2,,,4,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Apr 1,home,Southwestern,L,13-2,13,2,11,win,20230401_9ikl,1,0,1,,,,0,1,,,,,,,1,0,,,,,2,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Apr 4,home,Palomar,L,22-4,22,4,18,win,20230404_3c4k,4,0,1,,,,0,,3,,,,,,1,0,,,,,4,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
Apr 7,home,Palomar,L,21-2,21,2,19,win,20230407_ka1l,2,0,1,1,,,1,,1,,,1,,,2,1,,,,,3,2023,2022-23,Imperial Valley,imperialvalley,alexcervantesss5q,Alex Cervantes
